State,ListIndex,RepIndex,V_applied,PulseDur_s,U_out_immediate,I_immediate,R_immediate,R_before,G_before,R_after_1s,G_after_1s,I_after_1s,R_after_5s,G_after_5s,I_after_5s,R_after_10s,G_after_10s,I_after_10s,time_stamp,T_immediate,U_after_1s,T_after_1s,U_after_5s,T_after_5s,U_after_10s,T_after_10s
reset,0,0,1.4,0.1,1.398878,2.899e-05,48253.81,93889.79,1.06507853516341e-05,191577,5.21983327852508e-06,1.0437e-06,159194.7,6.28161615933194e-06,1.256e-06,175178.7,5.70845656463942e-06,1.1414e-06,2025-11-06 16:47:32,0,0.1999489,0,0.1999485,0,0.199949,0
set,0,0,0.647,0.1,0.646827,7.7539e-06,83419.57,175178.7,5.70845656463942e-06,162546.8,6.1520743564315e-06,1.2301e-06,158538.6,6.30761215249788e-06,1.2612e-06,159169.6,6.28260672892311e-06,1.2562e-06,2025-11-06 16:47:43,0,0.1999488,0,0.1999489,0,0.1999489,0
reset,0,0,0.6,0.1,0.599794,8.436e-06,71099.34,159169.6,6.28260672892311e-06,155978.5,6.41113999685854e-06,1.2819e-06,156589.2,6.38613646407287e-06,1.2769e-06,154639.4,6.4666572684581e-06,1.293e-06,2025-11-06 16:47:53,0,0.1999488,0,0.1999488,0,0.1999488,0
set,0,0,1.378,0.1,0.87922,9.99424e-05,8797.267,154639.4,6.4666572684581e-06,8215.876,0.000121715566301147,2.43329e-05,8220.708,0.000121644023848068,2.43186e-05,8221.451,0.000121633030471142,2.43164e-05,2025-11-06 16:48:04,0,0.1999161,0,0.1999161,0,0.1999161,0
set,0,0,1.226,0.1,0.89071,9.99523e-05,8911.351,8221.451,0.000121633030471142,9822.955,0.000101802359880504,2.03525e-05,9818.276,0.000101850874837904,2.03622e-05,9780.273,0.000102246634628706,2.04413e-05,2025-11-06 16:48:15,0,0.1999217,0,0.1999217,0,0.1999215,0
set,0,0,1.378,0.1,0.870674,9.99548e-05,8710.677,9780.273,0.000102246634628706,8543.986,0.000117041390283177,2.33986e-05,8551.226,0.000116942295759696,2.33788e-05,8540.241,0.00011709271436251,2.34088e-05,2025-11-06 16:48:26,0,0.1999173,0,0.1999174,0,0.1999168,0
reset,0,0,1.2,0.1,1.198684,3.3205e-05,36099.5,8540.241,0.00011709271436251,71758.11,1.39357070580594e-05,2.7864e-06,74321.45,1.34550657986355e-05,2.6903e-06,77322.05,1.29329214628945e-05,2.5859e-06,2025-11-06 16:48:37,0,0.1999468,0,0.199947,0,0.1999471,0
reset,0,0,0.4,0.1,0.399903,6.233e-06,64158.99,77322.05,1.29329214628945e-05,76590.29,1.30564853586532e-05,2.6106e-06,77979.25,1.28239243131987e-05,2.5641e-06,80007.48,1.24988313592679e-05,2.4991e-06,2025-11-06 16:48:48,0,0.1999466,0,0.1999466,0,0.1999467,0
set,0,0,1.076,0.1,0.972711,9.99085e-05,9736.018,80007.48,1.24988313592679e-05,9653.319,0.000103591314034064,2.07101e-05,9681.906,0.00010328544813387,2.06489e-05,9563.982,0.000104558958810253,2.09035e-05,2025-11-06 16:48:59,0,0.1999212,0,0.1999207,0,0.1999207,0
set,0,0,0.385,0.1,0.384854,4.07152e-05,9452.342,9563.982,0.000104558958810253,9514.003,0.000105108228366125,2.10133e-05,9509.93,0.00010515324508172,2.10223e-05,9509.975,0.000105152747509851,2.10222e-05,2025-11-06 16:49:10,0,0.1999206,0,0.1999206,0,0.1999206,0
set,0,0,1.493,0.1,0.941445,9.99561e-05,9418.585,9509.975,0.000105152747509851,9881.948,0.000101194622760614,2.0231e-05,9878.482,0.000101230128272745,2.02381e-05,9876.92,0.000101246137459856,2.02413e-05,2025-11-06 16:49:21,0,0.1999217,0,0.1999217,0,0.1999217,0
reset,0,0,0.1,0.1,0.0999896,1.0935e-05,9143.996,9876.92,0.000101246137459856,9878.97,0.000101225127720805,2.02371e-05,9751.212,0.000102551354641864,2.05022e-05,9752.477,0.00010253805264037,2.04995e-05,2025-11-06 16:49:32,0,0.1999217,0,0.1999213,0,0.1999209,0
set,0,0,0.952,0.1,0.932709,9.99062e-05,9335.847,9752.477,0.00010253805264037,9259.743,0.000107994357942764,2.15902e-05,9250.422,0.000108103176265904,2.16119e-05,9253.657,0.000108065384312386,2.16044e-05,2025-11-06 16:49:43,0,0.1999197,0,0.1999192,0,0.1999197,0
reset,0,0,1.2,0.1,1.198689,4.7179e-05,25407.26,9253.657,0.000108065384312386,95394.94,1.04827362960761e-05,2.096e-06,93766.51,1.06647885263086e-05,2.1324e-06,115383.6,8.66674293400449e-06,1.7329e-06,2025-11-06 16:49:54,0,0.1999478,0,0.1999477,0,0.1999483,0
reset,0,0,1.5,0.1,1.49871,5.0479e-05,29689.77,115383.6,8.66674293400449e-06,157415.3,6.35262264849732e-06,1.2702e-06,148671.9,6.7262206240722e-06,1.3449e-06,141656.9,7.05931020656248e-06,1.4115e-06,2025-11-06 16:50:05,0,0.1999489,0,0.1999488,0,0.1999487,0
reset,0,0,0.1,0.1,0.0999897,6.02e-07,166095.8,141656.9,7.05931020656248e-06,139980.8,7.14383686905633e-06,1.4284e-06,139327.3,7.17734428213279e-06,1.4351e-06,145692.7,6.86376187688196e-06,1.3724e-06,2025-11-06 16:50:16,0,0.1999486,0,0.1999486,0,0.1999486,0
reset,0,0,0.6,0.1,0.599795,7.449e-06,80520.2,145692.7,6.86376187688196e-06,147021.2,6.80174015720182e-06,1.36e-06,143281,6.9792924393325e-06,1.3955e-06,139951.1,7.14535291255303e-06,1.4287e-06,2025-11-06 16:50:27,0,0.1999488,0,0.1999487,0,0.1999482,0
set,0,0,0.893,0.1,0.892672,7.93462e-05,11250.34,139951.1,7.14535291255303e-06,10287.26,9.72076140779955e-05,1.9434e-05,10157.07,9.84535894701917e-05,1.96831e-05,10228.46,9.77664281817595e-05,1.95457e-05,2025-11-06 16:50:38,0,0.1999226,0,0.1999226,0,0.1999225,0
set,0,0,1.076,0.1,0.899846,9.99441e-05,9003.493,10228.46,9.77664281817595e-05,9549.546,0.000104717020055194,2.09351e-05,9546.45,0.000104750980731057,2.09419e-05,9552.38,0.000104685952610763,2.09289e-05,2025-11-06 16:50:49,0,0.1999207,0,0.1999208,0,0.1999208,0
set,0,0,0.829,0.1,0.828708,9.23942e-05,8969.264,9552.38,0.000104685952610763,9223.213,0.00010842208675003,2.16757e-05,9266.267,0.000107918323527695,2.1575e-05,9210.725,0.000108569086581132,2.17051e-05,2025-11-06 16:51:00,0,0.1999196,0,0.1999197,0,0.1999197,0
set,0,0,0.494,0.1,0.493817,5.59417e-05,8827.351,9210.725,0.000108569086581132,9000.824,0.0001111009392029,2.22112e-05,9052.462,0.000110467185612047,2.20845e-05,9056.85,0.000110413664795155,2.20738e-05,2025-11-06 16:51:11,0,0.1999191,0,0.1999191,0,0.1999191,0
set,0,0,0.299,0.1,0.298882,3.34779e-05,8927.74,9056.85,0.000110413664795155,9056.235,0.000110421162878393,2.20753e-05,9054.389,0.000110443675437404,2.20798e-05,9056.727,0.000110415164330337,2.20741e-05,2025-11-06 16:51:22,0,0.1999191,0,0.1999191,0,0.1999191,0
set,0,0,1.226,0.1,0.857228,9.99512e-05,8576.465,9056.727,0.000110415164330337,8121.277,0.00012313334466981,2.46163e-05,8088.542,0.000123631675523228,2.47159e-05,8118.738,0.000123171852571175,2.4624e-05,2025-11-06 16:51:33,0,0.1999158,0,0.1999156,0,0.1999158,0
reset,0,0,1.5,0.1,1.497576,3.6746e-05,40754.8,8118.738,0.000123171852571175,186606.7,5.35886439232889e-06,1.0715e-06,189238.2,5.28434533830907e-06,1.0566e-06,188773.8,5.29734528838218e-06,1.0592e-06,2025-11-06 16:51:44,0,0.1999491,0,0.1999491,0,0.1999492,0
set,0,0,0.829,0.1,0.828675,9.13842e-05,9068.034,188773.8,5.29734528838218e-06,8712.087,0.000114783059443736,2.29472e-05,8709.67,0.000114814912620111,2.29535e-05,8709.122,0.000114822137065022,2.2955e-05,2025-11-06 16:51:55,0,0.199918,0,0.1999174,0,0.1999179,0
reset,0,0,0.7,0.1,0.699656,5.9743e-05,11711.1,8709.122,0.000114822137065022,15890.05,6.29324640262303e-05,1.25823e-05,15917.01,6.28258699341145e-05,1.2561e-05,15894.98,6.29129448417047e-05,1.25784e-05,2025-11-06 16:52:06,0,0.1999334,0,0.1999335,0,0.1999334,0
reset,0,0,1.4,0.1,1.398616,3.7363e-05,37433.18,15894.98,6.29129448417047e-05,99033.14,1.00976299448851e-05,2.019e-06,92299.08,1.08343441776451e-05,2.1663e-06,96845.78,1.03256951412855e-05,2.0646e-06,2025-11-06 16:52:17,0,0.1999479,0,0.1999475,0,0.1999478,0
reset,0,0,1.4,0.1,1.398909,3.5038e-05,39925.48,96845.78,1.03256951412855e-05,59457.83,1.68186427254409e-05,3.3628e-06,48665,2.05486489263331e-05,4.1086e-06,48707.55,2.05306980129364e-05,4.105e-06,2025-11-06 16:52:28,0,0.1999448,0,0.199945,0,0.1999445,0
reset,0,0,1.5,0.1,1.498705,4.78e-05,31353.66,48707.55,2.05306980129364e-05,74682.33,1.33900482215807e-05,2.6773e-06,73852.04,1.35405873690151e-05,2.7074e-06,69322.44,1.44253433664482e-05,2.8843e-06,2025-11-06 16:52:39,0,0.199947,0,0.199947,0,0.1999467,0
reset,0,0,1.1,0.1,1.099316,3.0818e-05,35671.23,69322.44,1.44253433664482e-05,80309.76,1.24517866819674e-05,2.4897e-06,79410.3,1.25928248602511e-05,2.5179e-06,77086.51,1.29724383682696e-05,2.5938e-06,2025-11-06 16:52:50,0,0.1999472,0,0.1999472,0,0.199947,0
set,0,0,1.493,0.1,0.942154,9.99469e-05,9426.545,77086.51,1.29724383682696e-05,9770.422,0.000102349724505247,2.04619e-05,9772.481,0.000102328160064982,2.04576e-05,9773.383,0.000102318716047453,2.04557e-05,2025-11-06 16:53:01,0,0.1999214,0,0.1999215,0,0.1999214,0
set,0,0,0.17,0.1,0.1699332,1.72786e-05,9834.894,9773.383,0.000102318716047453,9773.288,0.000102319710623487,2.04559e-05,9762.025,0.000102437762656826,2.04795e-05,9767.486,0.000102380489718644,2.0468e-05,2025-11-06 16:53:12,0,0.1999214,0,0.1999214,0,0.1999209,0
reset,0,0,1.3,0.1,1.298423,3.2242e-05,40271.17,9767.486,0.000102380489718644,121852.7,8.20662980795666e-06,1.6409e-06,102269.9,9.77804808648488e-06,1.9551e-06,110049.1,9.08685305013853e-06,1.8169e-06,2025-11-06 16:53:23,0,0.1999481,0,0.1999479,0,0.1999482,0
set,0,0,1.153,0.1,0.901087,9.99269e-05,9017.462,110049.1,9.08685305013853e-06,9076.395,0.000110175901335277,2.20263e-05,9058.282,0.000110396209789009,2.20703e-05,9080.44,0.000110126822048271,2.20165e-05,2025-11-06 16:53:34,0,0.1999194,0,0.199919,0,0.1999195,0
reset,0,0,1.2,0.1,1.198707,3.4507e-05,34738.08,9080.44,0.000110126822048271,89997.43,1.11114284041222e-05,2.2217e-06,90872.88,1.10043832659425e-05,2.2003e-06,89534.17,1.11689202010808e-05,2.2332e-06,2025-11-06 16:53:45,0,0.1999473,0,0.1999476,0,0.1999477,0
reset,0,0,0.7,0.1,0.69972,9.202e-06,76039.99,89534.17,1.11689202010808e-05,118333.6,8.45068518155452e-06,1.6897e-06,113310.8,8.82528408589472e-06,1.7646e-06,113355.7,8.82178840587637e-06,1.7639e-06,2025-11-06 16:53:56,0,0.1999483,0,0.1999482,0,0.1999482,0
set,0,0,1.493,0.1,0.828044,9.99484e-05,8284.715,113355.7,8.82178840587637e-06,7895.903,0.000126647959074472,2.53188e-05,7897.9,0.00012661593588169,2.53124e-05,7906.271,0.000126481877486871,2.52856e-05,2025-11-06 16:54:07,0,0.1999148,0,0.1999148,0,0.1999148,0
reset,0,0,0.5,0.1,0.499831,6.7032e-05,7456.603,7906.271,0.000126481877486871,7967.566,0.000125508844231726,2.50911e-05,7998.064,0.000125030257322272,2.49955e-05,8031.279,0.00012451316907307,2.48921e-05,2025-11-06 16:54:18,0,0.199915,0,0.1999156,0,0.1999154,0
reset,0,0,0.4,0.1,0.399892,5.3739e-05,7441.374,8031.279,0.00012451316907307,8183.884,0.000122191370258914,2.44279e-05,7972.845,0.000125425742003011,2.50745e-05,7982.618,0.000125272185140264,2.50438e-05,2025-11-06 16:54:29,0,0.1999151,0,0.1999151,0,0.1999151,0
reset,0,0,0.8,0.1,0.799514,2.4707e-05,32359.82,7982.618,0.000125272185140264,47378.2,2.11067537390614e-05,4.2202e-06,53177.02,1.88051154427232e-05,3.76e-06,51794.01,1.9307251938979e-05,3.8604e-06,2025-11-06 16:54:40,0,0.1999455,0,0.1999456,0,0.1999456,0
set,0,0,0.299,0.1,0.298916,7.4371e-06,40192.55,51794.01,1.9307251938979e-05,51227.23,1.95208681008128e-05,3.9031e-06,53938.63,1.85395884174292e-05,3.7069e-06,44282.6,2.25822332022058e-05,4.5152e-06,2025-11-06 16:54:51,0,0.199945,0,0.1999451,0,0.1999448,0
set,0,0,1.226,0.1,0.918511,9.99465e-05,9190.027,44282.6,2.25822332022058e-05,8369.983,0.000119474555683088,2.38849e-05,8369.128,0.00011948676134479,2.38874e-05,8375.334,0.000119398223402195,2.38697e-05,2025-11-06 16:55:02,0,0.1999162,0,0.1999167,0,0.1999167,0
reset,0,0,0.2,0.1,0.19997,2.5235e-05,7924.311,8375.334,0.000119398223402195,8525.217,0.000117299066991491,2.34501e-05,8412.338,0.000118873017227791,2.37647e-05,8367.551,0.000119509280552936,2.38919e-05,2025-11-06 16:55:13,0,0.1999172,0,0.1999167,0,0.1999167,0
set,0,0,1.493,0.1,0.906098,9.9958e-05,9064.787,8367.551,0.000119509280552936,8173.114,0.00012235238612847,2.44602e-05,8232.217,0.00012147396017379,2.42846e-05,8203.036,0.000121906084527729,2.4371e-05,2025-11-06 16:55:24,0,0.199916,0,0.1999161,0,0.1999162,0
reset,0,0,1.4,0.1,1.397952,4.5577e-05,30672.31,8203.036,0.000121906084527729,93854.16,1.06548287257592e-05,2.1304e-06,107170.5,9.33092595443709e-06,1.8657e-06,107222.3,9.32641810518894e-06,1.8648e-06,2025-11-06 16:55:35,0,0.1999469,0,0.199948,0,0.1999481,0
set,0,0,1.493,0.1,0.872175,9.99434e-05,8726.689,107222.3,9.32641810518894e-06,8895.48,0.000112416643059172,2.24741e-05,8888.365,0.000112506630859556,2.24921e-05,8880.982,0.000112600160657909,2.25108e-05,2025-11-06 16:55:46,0,0.1999179,0,0.199918,0,0.199918,0
set,0,0,1.378,0.1,0.897435,9.99555e-05,8978.345,8880.982,0.000112600160657909,9299.426,0.000107533518735457,2.14981e-05,9298.432,0.000107545014041077,2.15004e-05,9305.723,0.000107460752915168,2.14835e-05,2025-11-06 16:55:57,0,0.19992,0,0.19992,0,0.1999195,0
set,0,0,1.493,0.1,0.882755,9.99577e-05,8831.286,9305.723,0.000107460752915168,8359.714,0.000119621317188602,2.39143e-05,8356.683,0.000119664704285181,2.39229e-05,8356.844,0.000119662398867324,2.39225e-05,2025-11-06 16:56:08,0,0.1999167,0,0.1999161,0,0.1999166,0
set,0,0,0.053,0.1,0.0529782,5.9588e-06,8890.75,8356.844,0.000119662398867324,8358.311,0.000119641396449594,2.39183e-05,8357.158,0.000119657902842091,2.39216e-05,8358.032,0.00011964539020669,2.39191e-05,2025-11-06 16:56:19,0,0.1999166,0,0.1999166,0,0.1999166,0
set,0,0,0.385,0.1,0.384848,4.70931e-05,8172.068,8358.032,0.00011964539020669,8312.64,0.000120298725795896,2.40497e-05,8303.47,0.000120431578605089,2.40762e-05,8312.26,0.000120304225325002,2.40508e-05,2025-11-06 16:56:30,0,0.1999165,0,0.199916,0,0.1999165,0
reset,0,0,0.5,0.1,0.499833,6.7942e-05,7356.76,8312.26,0.000120304225325002,8297.09,0.000120524183780096,2.40947e-05,8299.832,0.000120484366430549,2.40868e-05,8295.975,0.000120540382534904,2.4098e-05,2025-11-06 16:56:41,0,0.1999159,0,0.1999164,0,0.1999164,0
set,0,0,0.053,0.1,0.0529782,6.0032e-06,8824.993,8295.975,0.000120540382534904,8296.904,0.000120526885691337,2.40953e-05,8295.871,0.000120541893672165,2.40983e-05,8297.111,0.000120523878733212,2.40947e-05,2025-11-06 16:56:52,0,0.1999164,0,0.1999164,0,0.1999164,0
set,0,0,0.494,0.1,0.493814,5.96937e-05,8272.464,8297.111,0.000120523878733212,8534.389,0.000117173004417774,2.34249e-05,8537.345,0.000117132434029549,2.34168e-05,8543.872,0.000117042951954336,2.33989e-05,2025-11-06 16:57:03,0,0.1999172,0,0.1999173,0,0.1999172,0
set,0,0,1.076,0.1,0.85348,9.99472e-05,8539.309,8543.872,0.000117042951954336,8201.48,0.000121929212776231,2.43756e-05,8202.662,0.000121911642830096,2.43721e-05,8204.648,0.000121882133151843,2.43662e-05,2025-11-06 16:57:14,0,0.199916,0,0.1999161,0,0.1999161,0
set,0,0,0.494,0.1,0.493814,5.98638e-05,8248.958,8204.648,0.000121882133151843,8261.311,0.000121046163254234,2.41991e-05,8261.837,0.000121038456701579,2.41975e-05,8259.707,0.000121069669904756,2.42038e-05,2025-11-06 16:57:25,0,0.1999163,0,0.1999158,0,0.1999163,0
reset,0,0,0.3,0.1,0.299937,4.0688e-05,7371.633,8259.707,0.000121069669904756,8113.17,0.00012325638437257,2.46409e-05,8113.923,0.000123244945755586,2.46386e-05,8112.145,0.000123271958279838,2.4644e-05,2025-11-06 16:57:36,0,0.1999158,0,0.1999157,0,0.1999157,0
set,0,0,0.385,0.1,0.38485,4.68251e-05,8218.883,8112.145,0.000123271958279838,8283.394,0.000120723461904625,2.41346e-05,8287.304,0.000120666503847331,2.41232e-05,8284.595,0.000120705960882819,2.41311e-05,2025-11-06 16:57:47,0,0.1999164,0,0.1999163,0,0.1999164,0
reset,0,0,1.3,0.1,1.298345,2.9554e-05,43931.28,8284.595,0.000120705960882819,63872.44,1.56562047731385e-05,3.1304e-06,68493.66,1.45998914352073e-05,2.9192e-06,56507.4,1.76967972336367e-05,3.5384e-06,2025-11-06 16:57:58,0,0.1999463,0,0.1999467,0,0.1999458,0
reset,0,0,1.5,0.1,1.498727,3.4326e-05,43661.57,56507.4,1.76967972336367e-05,91058.84,1.09819101583108e-05,2.1958e-06,51859.78,1.92827659508004e-05,3.8555e-06,56830.32,1.75962408798684e-05,3.5183e-06,2025-11-06 16:58:09,0,0.199947,0,0.1999454,0,0.1999461,0
set,0,0,0.17,0.1,0.1699542,2.7769e-06,61202.85,56830.32,1.75962408798684e-05,56181.85,1.77993426702752e-05,3.5589e-06,54872.69,1.82240017757467e-05,3.6438e-06,56284.68,1.77668239385922e-05,3.5524e-06,2025-11-06 16:58:20,0,0.1999456,0,0.1999451,0,0.1999457,0
set,0,0,0.17,0.1,0.1699534,2.9952e-06,56741.92,56284.68,1.77668239385922e-05,56082.63,1.78308328264919e-05,3.5652e-06,55838.28,1.79088610895608e-05,3.5808e-06,55849.19,1.79053626382048e-05,3.5801e-06,2025-11-06 16:58:31,0,0.1999458,0,0.1999457,0,0.1999457,0
reset,0,0,0.6,0.1,0.599791,1.2207e-05,49135,55849.19,1.79053626382048e-05,109344.9,9.14537394976812e-06,1.8286e-06,113768.5,8.78977924469427e-06,1.7575e-06,110419.8,9.05634677838576e-06,1.8108e-06,2025-11-06 16:58:42,0,0.1999481,0,0.1999482,0,0.1999482,0
set,0,0,0.17,0.1,0.169956,1.4978e-06,113470.4,110419.8,9.05634677838576e-06,110444.2,9.0543459955344e-06,1.8104e-06,110523.5,9.04784955235764e-06,1.8091e-06,110768.4,9.02784548661893e-06,1.8051e-06,2025-11-06 16:58:53,0,0.1999481,0,0.1999481,0,0.1999481,0
reset,0,0,0.2,0.1,0.1999719,2.315e-06,86380.95,110768.4,9.02784548661893e-06,110823.7,9.02334067532486e-06,1.8042e-06,110407.6,9.05734750144012e-06,1.811e-06,110596.9,9.04184475333396e-06,1.8079e-06,2025-11-06 16:59:04,0,0.1999481,0,0.1999481,0,0.1999481,0
set,0,0,0.17,0.1,0.1699559,1.4974e-06,113500.7,110596.9,9.04184475333396e-06,110279.7,9.06785201628224e-06,1.8131e-06,111298.4,8.98485512819591e-06,1.7965e-06,111224.4,8.99083294672752e-06,1.7977e-06,2025-11-06 16:59:15,0,0.1999481,0,0.1999476,0,0.1999481,0
reset,0,0,0.5,0.1,0.499854,7.243e-06,69012.01,111224.4,8.99083294672752e-06,111224.1,8.99085719731605e-06,1.7977e-06,111840.4,8.94131279931045e-06,1.7878e-06,111734.1,8.94981925840008e-06,1.7895e-06,2025-11-06 16:59:26,0,0.1999476,0,0.1999482,0,0.1999481,0
set,0,0,0.17,0.1,0.169956,1.457e-06,116647.9,111734.1,8.94981925840008e-06,112406.2,8.89630643149577e-06,1.7788e-06,113826.8,8.78527728092154e-06,1.7566e-06,113420,8.81678716275789e-06,1.7629e-06,2025-11-06 16:59:37,0,0.1999481,0,0.1999482,0,0.1999482,0
set,0,0,0.299,0.1,0.298922,2.8942e-06,103283.1,113420,8.81678716275789e-06,113606.9,8.80228225574327e-06,1.76e-06,113452.2,8.81428478248989e-06,1.7624e-06,113445.8,8.81478203688457e-06,1.7625e-06,2025-11-06 16:59:48,0,0.1999482,0,0.1999482,0,0.1999482,0
set,0,0,0.893,0.1,0.888801,9.46735e-05,9388.065,113445.8,8.81478203688457e-06,10851.58,9.21524791781473e-05,1.84235e-05,10852.94,9.21409313973909e-05,1.84212e-05,10856,9.21149594694178e-05,1.8416e-05,2025-11-06 16:59:59,0,0.1999241,0,0.1999242,0,0.1999241,0
reset,0,0,0.6,0.1,0.599765,7.0945e-05,8453.943,10856,9.21149594694178e-05,10366.16,9.64677373299274e-05,1.92862e-05,10276.54,9.7309016458847e-05,1.94543e-05,10276.37,9.73106262230729e-05,1.94546e-05,2025-11-06 17:00:10,0,0.1999239,0,0.1999228,0,0.1999227,0
set,0,0,1.153,0.1,0.924648,9.9946e-05,9251.476,10276.37,9.73106262230729e-05,9099.208,0.000109899674784882,2.1971e-05,9099.893,0.000109891402019782,2.19694e-05,9101.647,0.000109870224586825,2.19652e-05,2025-11-06 17:00:21,0,0.1999187,0,0.1999192,0,0.1999195,0
reset,0,0,1.3,0.1,1.298303,4.316e-05,30081.16,9101.647,0.000109870224586825,58090.41,1.7214545395703e-05,3.442e-06,61263.66,1.63228902745935e-05,3.2637e-06,62559.43,1.59848003730213e-05,3.1961e-06,2025-11-06 17:00:32,0,0.1999472,0,0.1999462,0,0.1999462,0
set,0,0,0.299,0.1,0.298921,4.4031e-06,67888.76,62559.43,1.59848003730213e-05,84025.59,1.19011363085936e-05,2.3796e-06,83259.17,1.20106890328116e-05,2.4015e-06,83332.25,1.2000156002028e-05,2.3994e-06,2025-11-06 17:00:43,0,0.1999473,0,0.1999469,0,0.1999474,0
set,0,0,0.053,0.1,0.0529856,8.951e-07,59195.17,83332.25,1.2000156002028e-05,56337.04,1.77503113404609e-05,3.5491e-06,56451.57,1.77142991771531e-05,3.5419e-06,83674,1.19511437244544e-05,2.3896e-06,2025-11-06 17:00:54,0,0.1999458,0,0.1999458,0,0.1999474,0
set,0,0,1.378,0.1,0.987698,9.99445e-05,9882.465,83674,1.19511437244544e-05,10824.73,9.23810570794837e-05,1.84692e-05,10821.1,9.24120468344253e-05,1.84754e-05,10825.4,9.23753394793726e-05,1.8468e-05,2025-11-06 17:01:05,0,0.1999241,0,0.1999241,0,0.1999235,0
set,0,0,0.893,0.1,0.892702,8.78338e-05,10163.54,10825.4,9.23753394793726e-05,10812.32,9.24870888024032e-05,1.84904e-05,10554.67,9.47447906945456e-05,1.89417e-05,10551.61,9.47722669810579e-05,1.89472e-05,2025-11-06 17:01:16,0,0.1999241,0,0.1999234,0,0.1999234,0
reset,0,0,0.8,0.1,0.799554,4.1796e-05,19129.92,10551.61,9.47722669810579e-05,55660.93,1.79659233146122e-05,3.5922e-06,54734.71,1.82699424186225e-05,3.653e-06,54411.35,1.8378518452492e-05,3.6747e-06,2025-11-06 17:01:27,0,0.1999452,0,0.1999459,0,0.1999454,0
reset,0,0,0.6,0.1,0.599791,2.3419e-05,25611.3,54411.35,1.8378518452492e-05,39524,2.53010828863475e-05,5.0588e-06,41638.54,2.40162119036835e-05,4.8019e-06,41591.66,2.40432817540824e-05,4.8073e-06,2025-11-06 17:01:38,0,0.199944,0,0.1999441,0,0.1999436,0
reset,0,0,0.3,0.1,0.299941,6.923e-06,43325.29,41591.66,2.40432817540824e-05,53944.58,1.85375435307866e-05,3.7065e-06,54030.59,1.85080340599649e-05,3.7006e-06,53019.07,1.88611380772994e-05,3.7712e-06,2025-11-06 17:01:49,0,0.1999456,0,0.1999456,0,0.1999455,0
reset,0,0,1.5,0.1,1.49856,3.9742e-05,37707.21,53019.07,1.88611380772994e-05,58339.22,1.71411273582335e-05,3.4273e-06,70304.57,1.4223826416974e-05,2.844e-06,71251.8,1.40347331576185e-05,2.8062e-06,2025-11-06 17:02:00,0,0.199946,0,0.1999462,0,0.1999468,0
reset,0,0,0.1,0.1,0.0999898,1.304e-06,76679.29,71251.8,1.40347331576185e-05,46062.57,2.17096006584088e-05,4.3407e-06,46314.63,2.15914496132216e-05,4.3171e-06,47544.68,2.10328474184704e-05,4.2054e-06,2025-11-06 17:02:11,0,0.1999438,0,0.1999449,0,0.1999444,0
reset,0,0,1.3,0.1,1.299047,2.1877e-05,59379.58,47544.68,2.10328474184704e-05,154843,6.45815438863881e-06,1.2913e-06,177827.3,5.62343352229944e-06,1.1244e-06,176649,5.66094345283585e-06,1.1319e-06,2025-11-06 17:02:22,0,0.1999488,0,0.199949,0,0.199949,0
set,0,0,1.226,0.1,0.830678,9.99391e-05,8311.842,176649,5.66094345283585e-06,8698.016,0.000114968746895844,2.29843e-05,8692.456,0.000115042284942253,2.2999e-05,8693.595,0.000115027212562812,2.2996e-05,2025-11-06 17:02:33,0,0.1999178,0,0.1999178,0,0.1999179,0
set,0,0,0.952,0.1,0.848712,9.99413e-05,8492.105,8693.595,0.000115027212562812,8367.131,0.000119515279490664,2.38931e-05,8367.726,0.000119506781173284,2.38914e-05,8364.645,0.000119550799824739,2.39002e-05,2025-11-06 17:02:44,0,0.1999167,0,0.1999167,0,0.1999167,0
set,0,0,0.647,0.1,0.646764,7.91192e-05,8174.552,8364.645,0.000119550799824739,8405.234,0.000118973487234264,2.37848e-05,8404.668,0.000118981499328706,2.37864e-05,8408.026,0.00011893398046105,2.37769e-05,2025-11-06 17:02:55,0,0.1999168,0,0.1999168,0,0.1999168,0
reset,0,0,0.3,0.1,0.299938,3.9602e-05,7573.809,8408.026,0.00011893398046105,8161.265,0.000122530024450866,2.44957e-05,8165.899,0.000122460490877979,2.44818e-05,8163.698,0.000122493507231649,2.44884e-05,2025-11-06 17:03:06,0,0.1999159,0,0.1999159,0,0.1999159,0
