State,ListIndex,RepIndex,V_applied,PulseDur_s,U_out_immediate,I_immediate,R_immediate,R_before,G_before,R_after_1s,G_after_1s,I_after_1s,R_after_5s,G_after_5s,I_after_5s,R_after_10s,G_after_10s,I_after_10s,time_stamp,T_immediate,U_after_1s,T_after_1s,U_after_5s,T_after_5s,U_after_10s,T_after_10s
set,0,0,0.299,0.1,0.298884,3.15144e-05,9484.045,9684.744,0.000103255181551521,9683.196,0.000103271688397095,2.06462e-05,9684.27,0.000103260235412685,2.06439e-05,9690.753,0.000103191155527336,2.06301e-05,2025-11-06 17:05:07,0,0.1999212,0,0.1999211,0,0.1999212,0
set,0,0,1.378,0.1,0.858388,9.99541e-05,8587.822,9690.753,0.000103191155527336,8390.003,0.0001191894687046,2.3828e-05,8446.753,0.000118388687345303,2.36679e-05,8447.838,0.000118373482067246,2.36648e-05,2025-11-06 17:05:18,0,0.199917,0,0.1999169,0,0.1999164,0
reset,0,0,0.6,0.1,0.599755,8.2444e-05,7274.696,8447.838,0.000118373482067246,8281.76,0.000120747280771237,2.41393e-05,8280.889,0.000120759981204917,2.41419e-05,8280.611,0.000120764035407532,2.41427e-05,2025-11-06 17:05:29,0,0.1999159,0,0.1999164,0,0.1999163,0
set,0,0,0.952,0.1,0.867772,9.99419e-05,8682.765,8280.611,0.000120764035407532,8255.853,0.000121126187687693,2.42151e-05,8249.308,0.000121222289190802,2.42343e-05,8246.211,0.000121267816212804,2.42434e-05,2025-11-06 17:05:40,0,0.1999163,0,0.1999162,0,0.1999162,0
reset,0,0,0.8,0.1,0.799522,5.8771e-05,13604.02,8246.211,0.000121267816212804,20496.28,4.87893412853454e-05,9.7548e-06,20698.54,4.83125862983573e-05,9.6595e-06,21137.29,4.73097544671053e-05,9.459e-06,2025-11-06 17:05:51,0,0.1999371,0,0.1999375,0,0.1999376,0
reset,0,0,0.7,0.1,0.699703,4.8264e-05,14497.41,21137.29,4.73097544671053e-05,20187.71,4.95350884275631e-05,9.9039e-06,20172.44,4.95725851706586e-05,9.9114e-06,19869.7,5.03278861784526e-05,1.00624e-05,2025-11-06 17:06:02,0,0.1999371,0,0.1999371,0,0.1999369,0
set,0,0,0.299,0.1,0.298903,1.62092e-05,18440.33,19869.7,5.03278861784526e-05,20216.09,4.94655494707434e-05,9.89e-06,20116.22,4.97111286315222e-05,9.9391e-06,20145.2,4.96396163850446e-05,9.9248e-06,2025-11-06 17:06:13,0,0.1999371,0,0.1999371,0,0.1999371,0
reset,0,0,0.9,0.1,0.899494,3.9787e-05,22607.74,20145.2,4.96396163850446e-05,63118.38,1.58432456599805e-05,3.1678e-06,64605.16,1.54786397866672e-05,3.0949e-06,62346.84,1.60393052799468e-05,3.207e-06,2025-11-06 17:06:24,0,0.1999464,0,0.1999465,0,0.1999463,0
reset,0,0,0.2,0.1,0.1999711,5.303e-06,37709.05,62346.84,1.60393052799468e-05,62125.96,1.60963307448287e-05,3.2184e-06,62216.82,1.60728240369726e-05,3.2137e-06,62191.7,1.60793160502125e-05,3.215e-06,2025-11-06 17:06:35,0,0.1999462,0,0.1999462,0,0.1999463,0
reset,0,0,0.9,0.1,0.899533,3.5674e-05,25215.37,62191.7,1.60793160502125e-05,64839.77,1.54226333622096e-05,3.0837e-06,65489.67,1.52695837374047e-05,3.0531e-06,64370.1,1.55351630648391e-05,3.1062e-06,2025-11-06 17:06:46,0,0.1999464,0,0.1999465,0,0.1999464,0
reset,0,0,0.4,0.1,0.399903,9.143e-06,43738.71,64370.1,1.55351630648391e-05,64122.38,1.55951790934772e-05,3.1182e-06,65131.11,1.53536458997858e-05,3.0699e-06,59706.76,1.67485222778794e-05,3.3488e-06,2025-11-06 17:06:57,0,0.1999464,0,0.199946,0,0.199946,0
reset,0,0,1.3,0.1,1.298996,2.9055e-05,44708.17,59706.76,1.67485222778794e-05,89134.94,1.12189451184911e-05,2.2432e-06,88491.97,1.1300460369455e-05,2.2595e-06,74598.63,1.34050719162001e-05,2.6803e-06,2025-11-06 17:07:08,0,0.1999475,0,0.1999476,0,0.1999467,0
set,0,0,1.153,0.1,0.894736,9.99343e-05,8953.242,74598.63,1.34050719162001e-05,8685.621,0.000115132815488956,2.30171e-05,8691.705,0.00011505222508127,2.3001e-05,8567.905,0.000116714646112439,2.33333e-05,2025-11-06 17:07:19,0,0.1999178,0,0.1999179,0,0.1999175,0
set,0,0,1.153,0.1,0.866385,9.99499e-05,8668.193,8567.905,0.000116714646112439,8579.271,0.000116560020076298,2.33024e-05,8641.731,0.000115717557049624,2.3134e-05,8660.619,0.000115465187880912,2.30835e-05,2025-11-06 17:07:30,0,0.1999176,0,0.1999178,0,0.1999174,0
set,0,0,0.229,0.1,0.228905,2.67744e-05,8549.398,8660.619,0.000115465187880912,8647.899,0.00011563502302698,2.31175e-05,8613.026,0.000116103213899505,2.32111e-05,8680.434,0.00011520161319123,2.30309e-05,2025-11-06 17:07:41,0,0.1999178,0,0.1999178,0,0.1999182,0
set,0,0,0.494,0.1,0.493815,5.82611e-05,8475.896,8680.434,0.00011520161319123,9246.813,0.000108145368571853,2.16204e-05,9258.07,0.000108013873301887,2.15941e-05,9245.872,0.000108156375082848,2.16226e-05,2025-11-06 17:07:52,0,0.1999198,0,0.1999197,0,0.1999198,0
reset,0,0,1.2,0.1,1.198721,4.1953e-05,28572.95,9245.872,0.000108156375082848,90976.02,1.09919075378325e-05,2.1978e-06,91054.97,1.0982376909245e-05,2.1959e-06,90897.67,1.10013821036337e-05,2.1997e-06,2025-11-06 17:08:02,0,0.1999471,0,0.1999476,0,0.1999476,0
set,0,0,1.226,0.1,0.93997,9.99391e-05,9405.428,90897.67,1.10013821036337e-05,10049.92,9.95032796280965e-05,1.98929e-05,10049.82,9.9504269728214e-05,1.98931e-05,10037.82,9.96232249631892e-05,1.99169e-05,2025-11-06 17:08:13,0,0.1999221,0,0.1999221,0,0.1999222,0
reset,0,0,1.5,0.1,1.49795,4.5934e-05,32610.92,10037.82,9.96232249631892e-05,130830.5,7.64347762945185e-06,1.5283e-06,123045,8.12710796862936e-06,1.625e-06,131397.8,7.61047749657909e-06,1.5217e-06,2025-11-06 17:08:24,0,0.1999482,0,0.1999482,0,0.199948,0
reset,0,0,0.6,0.1,0.599794,7.319e-06,81950.27,131397.8,7.61047749657909e-06,132486.4,7.54794454374185e-06,1.5092e-06,126166.3,7.92604681281769e-06,1.5848e-06,125959.7,7.93904717143658e-06,1.5874e-06,2025-11-06 17:08:35,0,0.1999485,0,0.1999484,0,0.1999484,0
reset,0,0,0.2,0.1,0.1999717,1.577e-06,126805.1,125959.7,7.93904717143658e-06,126238.1,7.92153874305776e-06,1.5839e-06,126213.8,7.92306388049484e-06,1.5842e-06,126669.9,7.89453532370358e-06,1.5785e-06,2025-11-06 17:08:46,0,0.1999485,0,0.1999479,0,0.1999484,0
reset,0,0,1.3,0.1,1.29906,3.206e-05,40519.65,126669.9,7.89453532370358e-06,138930.4,7.19784870697846e-06,1.4392e-06,201663.4,4.95875800963387e-06,9.915e-07,190282.8,5.25533574237924e-06,1.0508e-06,2025-11-06 17:08:57,0,0.1999487,0,0.1999493,0,0.1999492,0
set,0,0,0.17,0.1,0.1699569,8.501e-07,199925.8,190282.8,5.25533574237924e-06,191265.7,5.22832896855003e-06,1.0454e-06,192166.4,5.20382335309399e-06,1.0405e-06,190355.2,5.25333691961134e-06,1.0504e-06,2025-11-06 17:09:08,0,0.1999492,0,0.1999491,0,0.1999491,0
reset,0,0,0.5,0.1,0.499855,3.734e-06,133865.8,190355.2,5.25333691961134e-06,191503.8,5.2218284963536e-06,1.0441e-06,190955.2,5.23683041886264e-06,1.0471e-06,194806.3,5.13330421038745e-06,1.0264e-06,2025-11-06 17:09:19,0,0.1999491,0,0.1999492,0,0.1999492,0
set,0,0,1.493,0.1,0.912646,9.99453e-05,9131.455,194806.3,5.13330421038745e-06,8726.114,0.00011459854867814,2.29103e-05,8724.443,0.000114620497835793,2.29147e-05,8717.135,0.000114716589796992,2.29339e-05,2025-11-06 17:09:30,0,0.1999179,0,0.199918,0,0.1999179,0
set,0,0,0.494,0.1,0.493814,5.86755e-05,8416.017,8717.135,0.000114716589796992,8605.931,0.000116198933038157,2.32302e-05,8603.783,0.000116227942987405,2.3236e-05,8638.941,0.00011575492875805,2.31414e-05,2025-11-06 17:09:41,0,0.1999175,0,0.1999175,0,0.1999172,0
set,0,0,0.229,0.1,0.228905,2.66407e-05,8592.304,8638.941,0.00011575492875805,8602.862,0.000116240386048271,2.32385e-05,8605.269,0.000116207872176919,2.3232e-05,8602.265,0.00011624845316902,2.32401e-05,2025-11-06 17:09:52,0,0.1999176,0,0.1999176,0,0.1999175,0
set,0,0,0.385,0.1,0.38485,4.56641e-05,8427.846,8602.265,0.00011624845316902,8613.982,0.000116090328491515,2.32085e-05,8616.321,0.000116058814429035,2.32022e-05,8615.875,0.0001160648222032,2.32034e-05,2025-11-06 17:10:03,0,0.1999176,0,0.1999176,0,0.1999176,0
reset,0,0,1.3,0.1,1.298338,4.4677e-05,29060.55,8615.875,0.0001160648222032,100648.3,9.93558758568202e-06,1.9866e-06,127803.5,7.82451184826707e-06,1.5645e-06,125493.3,7.96855290282429e-06,1.5933e-06,2025-11-06 17:10:14,0,0.199948,0,0.1999485,0,0.1999484,0
reset,0,0,1.1,0.1,1.099321,2.5437e-05,43217.4,125493.3,7.96855290282429e-06,86827.99,1.15170234851688e-05,2.3028e-06,91921.29,1.08788725658659e-05,2.1752e-06,91379.28,1.09433998604498e-05,2.1881e-06,2025-11-06 17:10:25,0,0.1999475,0,0.1999472,0,0.199947,0
set,0,0,0.053,0.1,0.0529862,5.263e-07,100676.8,91379.28,1.09433998604498e-05,87607.68,1.14145243887294e-05,2.2823e-06,76301.09,1.31059726669698e-05,2.6205e-06,89406.01,1.11849304090407e-05,2.2364e-06,2025-11-06 17:10:36,0,0.199947,0,0.199947,0,0.1999476,0
set,0,0,0.829,0.1,0.828685,9.14503e-05,9061.589,89406.01,1.11849304090407e-05,9056.745,0.00011041494488362,2.2074e-05,9058.492,0.000110393650510482,2.20698e-05,9053.733,0.000110451677777553,2.20814e-05,2025-11-06 17:10:47,0,0.1999186,0,0.1999191,0,0.1999191,0
reset,0,0,1.4,0.1,1.398272,3.5136e-05,39795.99,9053.733,0.000110451677777553,132031.4,7.57395589231047e-06,1.5144e-06,168890.1,5.92101017170337e-06,1.1839e-06,168520,5.93401376691194e-06,1.1865e-06,2025-11-06 17:10:58,0,0.1999483,0,0.199949,0,0.199949,0
set,0,0,0.494,0.1,0.493868,5.2949e-06,93272.39,168520,5.93401376691194e-06,117761.8,8.49171802740787e-06,1.6979e-06,111416.5,8.97533130191668e-06,1.7946e-06,114622.9,8.7242601609277e-06,1.7444e-06,2025-11-06 17:11:09,0,0.1999478,0,0.199948,0,0.1999482,0
reset,0,0,1.2,0.1,1.199193,2.6407e-05,45411.94,114622.9,8.7242601609277e-06,110176.1,9.07637863384164e-06,1.8148e-06,118607.4,8.4311771440905e-06,1.6858e-06,130124,7.68497740616643e-06,1.5366e-06,2025-11-06 17:11:20,0,0.1999476,0,0.1999484,0,0.1999485,0
reset,0,0,1.4,0.1,1.398906,4.0908e-05,34196.39,130124,7.68497740616643e-06,115097.9,8.68825582395509e-06,1.7372e-06,109255.3,9.15287404821551e-06,1.8301e-06,105302.3,9.49646873809974e-06,1.8988e-06,2025-11-06 17:11:31,0,0.1999481,0,0.1999482,0,0.1999481,0
reset,0,0,0.4,0.1,0.399903,4.407e-06,90742.68,105302.3,9.49646873809974e-06,108520,9.21489126428308e-06,1.8425e-06,110243.2,9.07085425677049e-06,1.8137e-06,108661.5,9.20289154852455e-06,1.8401e-06,2025-11-06 17:11:42,0,0.1999481,0,0.1999481,0,0.1999481,0
set,0,0,1.493,0.1,0.911745,9.99466e-05,9122.321,108661.5,9.20289154852455e-06,9716.993,0.000102912495666098,2.05744e-05,9553.704,0.000104671444708775,2.0926e-05,9555.165,0.000104655440277588,2.09228e-05,2025-11-06 17:11:53,0,0.1999213,0,0.1999208,0,0.1999208,0
set,0,0,0.229,0.1,0.228909,2.39772e-05,9546.945,9555.165,0.000104655440277588,9613.034,0.000104025430472835,2.07969e-05,9571.978,0.000104471614957744,2.08861e-05,9715.01,0.000102933501869787,2.05786e-05,2025-11-06 17:12:04,0,0.1999213,0,0.1999213,0,0.1999213,0
set,0,0,1.226,0.1,0.910751,9.99513e-05,9111.948,9715.01,0.000102933501869787,9091.497,0.000109992886760013,2.19897e-05,9221.317,0.000108444379474212,2.16802e-05,8578.015,0.000116577086890149,2.33058e-05,2025-11-06 17:12:15,0,0.1999193,0,0.19992,0,0.1999175,0
reset,0,0,1.4,0.1,1.398294,3.4312e-05,40752.33,8578.015,0.000116577086890149,194314.2,5.14630428450417e-06,1.029e-06,188489.1,5.30534656911195e-06,1.0608e-06,117665.1,8.49869672485724e-06,1.6993e-06,2025-11-06 17:12:26,0,0.1999493,0,0.1999492,0,0.1999483,0
reset,0,0,0.2,0.1,0.1999717,1.894e-06,105581.7,117665.1,8.49869672485724e-06,122098.4,8.1901155133892e-06,1.6376e-06,121964.4,8.1991138397762e-06,1.6394e-06,122502.3,8.16311203952905e-06,1.6322e-06,2025-11-06 17:12:37,0,0.1999483,0,0.1999484,0,0.1999483,0
set,0,0,0.385,0.1,0.384899,4.2651e-06,90243.84,122502.3,8.16311203952905e-06,116006.1,8.62023634964023e-06,1.7236e-06,118095.7,8.46770881581633e-06,1.6931e-06,117554.4,8.50669987682299e-06,1.7009e-06,2025-11-06 17:12:48,0,0.1999482,0,0.1999478,0,0.1999483,0
reset,0,0,1.2,0.1,1.199197,1.9154e-05,62608.18,117554.4,8.50669987682299e-06,157303.7,6.35712955257886e-06,1.2711e-06,200249.6,4.99376777781329e-06,9.985e-07,193001.2,5.18131493482942e-06,1.036e-06,2025-11-06 17:12:59,0,0.1999487,0,0.1999492,0,0.1999492,0
reset,0,0,0.4,0.1,0.399903,2.496e-06,160217.5,193001.2,5.18131493482942e-06,193243.6,5.17481562131941e-06,1.0347e-06,232688.1,4.29759837310116e-06,8.593e-07,220962.4,4.52565685383577e-06,9.049e-07,2025-11-06 17:13:10,0,0.1999492,0,0.1999489,0,0.1999489,0
set,0,0,0.952,0.1,0.900664,9.95665e-05,9045.854,220962.4,4.52565685383577e-06,9196.738,0.000108734205541139,2.17381e-05,9200.758,0.000108686697335154,2.17286e-05,9198.873,0.000108708969022618,2.1733e-05,2025-11-06 17:13:21,0,0.1999196,0,0.1999196,0,0.1999191,0
reset,0,0,1.1,0.1,1.098939,2.7656e-05,39736.01,9198.873,0.000108708969022618,77033.09,1.2981434342047e-05,2.5956e-06,78623.22,1.27188888982161e-05,2.5431e-06,78921.29,1.26708521870334e-05,2.5335e-06,2025-11-06 17:13:32,0,0.1999471,0,0.1999467,0,0.1999471,0
reset,0,0,1.3,0.1,1.299045,3.3553e-05,38716.21,78921.29,1.26708521870334e-05,67661.37,1.47794819998472e-05,2.9551e-06,63022.85,1.58672608426944e-05,3.1726e-06,58245.72,1.71686434642751e-05,3.4328e-06,2025-11-06 17:13:43,0,0.1999461,0,0.1999463,0,0.1999459,0
set,0,0,0.053,0.1,0.0529857,8.381e-07,63221.21,58245.72,1.71686434642751e-05,58252.53,1.71666363675535e-05,3.4324e-06,58078.31,1.72181318636854e-05,3.4427e-06,58041.13,1.72291614584347e-05,3.4449e-06,2025-11-06 17:13:54,0,0.199946,0,0.1999462,0,0.1999459,0
reset,0,0,0.4,0.1,0.399903,7.335e-06,54519.84,58041.13,1.72291614584347e-05,56987.37,1.75477478606224e-05,3.5086e-06,56950.01,1.75592594276981e-05,3.5109e-06,68343.69,1.46319287120728e-05,2.9256e-06,2025-11-06 17:14:05,0,0.1999459,0,0.1999458,0,0.1999463,0
reset,0,0,1.2,0.1,1.199186,2.9088e-05,41226.14,68343.69,1.46319287120728e-05,91387.81,1.09423784200541e-05,2.1879e-06,90168.21,1.10903831849385e-05,2.2175e-06,96700.49,1.03412092327557e-05,2.0677e-06,2025-11-06 17:14:16,0,0.1999474,0,0.199948,0,0.1999476,0
set,0,0,0.893,0.1,0.892695,8.55445e-05,10435.45,96700.49,1.03412092327557e-05,13130.19,7.61603602080396e-05,1.52267e-05,13129.76,7.61628544619247e-05,1.52272e-05,13310.46,7.51288835998155e-05,1.50205e-05,2025-11-06 17:14:27,0,0.1999294,0,0.1999295,0,0.1999297,0
set,0,0,0.494,0.1,0.493827,4.00251e-05,12337.93,13310.46,7.51288835998155e-05,14015.98,7.1347133771595e-05,1.42645e-05,14023.16,7.13106033162283e-05,1.42572e-05,14021.16,7.13207751712412e-05,1.42592e-05,2025-11-06 17:14:38,0,0.199931,0,0.199931,0,0.1999305,0
set,0,0,0.385,0.1,0.384861,2.96396e-05,12984.69,14021.16,7.13207751712412e-05,12331.38,8.10939246053564e-05,1.62129e-05,12328.61,8.11121448403348e-05,1.62165e-05,12316.03,8.11949954652595e-05,1.62331e-05,2025-11-06 17:14:49,0,0.1999275,0,0.1999269,0,0.1999274,0
reset,0,0,1.1,0.1,1.099111,3.8056e-05,28881.41,12316.03,8.11949954652595e-05,72462.87,1.38001710393199e-05,2.7593e-06,73653.41,1.35771038978372e-05,2.7147e-06,70797.46,1.41248005225046e-05,2.8242e-06,2025-11-06 17:15:00,0,0.1999468,0,0.1999469,0,0.1999462,0
reset,0,0,0.7,0.1,0.699721,1.6678e-05,41954.73,70797.46,1.41248005225046e-05,63284.19,1.58017349988994e-05,3.1595e-06,56818.95,1.75997620512171e-05,3.519e-06,66255.72,1.5093036495566e-05,3.0178e-06,2025-11-06 17:15:11,0,0.1999464,0,0.1999459,0,0.1999465,0
reset,0,0,0.9,0.1,0.899535,2.7564e-05,32634.41,66255.72,1.5093036495566e-05,63950.11,1.56371896780162e-05,3.1266e-06,59853.41,1.67074858391527e-05,3.3406e-06,60927.69,1.64128986344304e-05,3.2817e-06,2025-11-06 17:15:22,0,0.1999464,0,0.1999463,0,0.1999464,0
set,0,0,0.299,0.1,0.298919,5.8793e-06,50842.62,60927.69,1.64128986344304e-05,68883.01,1.45173679257048e-05,2.9027e-06,70895.58,1.41052516955218e-05,2.8203e-06,69488.71,1.43908269415276e-05,2.8774e-06,2025-11-06 17:15:33,0,0.1999467,0,0.1999468,0,0.1999468,0
reset,0,0,0.5,0.1,0.499853,8.684e-06,57560.23,69488.71,1.43908269415276e-05,67467.47,1.48219579006001e-05,2.9636e-06,67315.32,1.48554593516008e-05,2.9703e-06,94582.64,1.05727647272269e-05,2.114e-06,2025-11-06 17:15:44,0,0.1999466,0,0.1999467,0,0.1999477,0
reset,0,0,1.2,0.1,1.199187,3.1611e-05,37935.75,94582.64,1.05727647272269e-05,64793.84,1.54335659068825e-05,3.0859e-06,80300.08,1.24532877177706e-05,2.49e-06,81193.54,1.23162507756159e-05,2.4626e-06,2025-11-06 17:15:55,0,0.1999473,0,0.1999472,0,0.1999472,0
set,0,0,0.494,0.1,0.493864,8.8897e-06,55554.63,81193.54,1.23162507756159e-05,85301.79,1.17230834194687e-05,2.344e-06,88109.51,1.13495126689503e-05,2.2693e-06,89059.51,1.12284471360779e-05,2.2451e-06,2025-11-06 17:16:06,0,0.1999474,0,0.1999469,0,0.1999475,0
reset,0,0,0.1,0.1,0.0999898,9.29e-07,107631.6,89059.51,1.12284471360779e-05,88113.43,1.13490077505779e-05,2.2692e-06,89174.69,1.12139442256542e-05,2.2422e-06,90955.56,1.09943801126616e-05,2.1983e-06,2025-11-06 17:16:17,0,0.199947,0,0.1999475,0,0.1999476,0
set,0,0,0.647,0.1,0.646795,2.94938e-05,21929.86,90955.56,1.09943801126616e-05,20955.79,4.77195085463254e-05,9.5409e-06,20812.73,4.8047517072484e-05,9.6065e-06,20814.9,4.80425080110882e-05,9.6055e-06,2025-11-06 17:16:28,0,0.1999371,0,0.1999375,0,0.1999375,0
reset,0,0,0.1,0.1,0.0999896,4.996e-06,20013.93,20814.9,4.80425080110882e-05,21544.81,4.64148906395554e-05,9.2801e-06,21536.69,4.64323904926895e-05,9.2836e-06,21561.77,4.63783817376774e-05,9.2728e-06,2025-11-06 17:16:39,0,0.199938,0,0.199938,0,0.199938,0
reset,0,0,0.9,0.1,0.899501,2.1333e-05,42164.77,21561.77,4.63783817376774e-05,124415.7,8.0375708210459e-06,1.6071e-06,115536.6,8.65526595035686e-06,1.7306e-06,115905.3,8.6277331580178e-06,1.7251e-06,2025-11-06 17:16:50,0,0.1999484,0,0.1999477,0,0.1999483,0
reset,0,0,0.3,0.1,0.299941,3.083e-06,97288.68,115905.3,8.6277331580178e-06,119557.7,8.36416224132783e-06,1.6724e-06,116235.5,8.60322362789337e-06,1.7202e-06,116080.2,8.61473360659268e-06,1.7225e-06,2025-11-06 17:17:01,0,0.1999483,0,0.1999483,0,0.1999482,0
set,0,0,0.299,0.1,0.298922,3.0925e-06,96660.31,116080.2,8.61473360659268e-06,114959.1,8.69874590180334e-06,1.7393e-06,107585.7,9.29491558822409e-06,1.8585e-06,107899.2,9.26790930794668e-06,1.8531e-06,2025-11-06 17:17:12,0,0.1999483,0,0.1999481,0,0.1999481,0
reset,0,0,1.3,0.1,1.299044,3.2731e-05,39688.49,107899.2,9.26790930794668e-06,121231.9,8.24865402587933e-06,1.6493e-06,116343.7,8.59522260337259e-06,1.7186e-06,114886.3,8.70425803598862e-06,1.7404e-06,2025-11-06 17:17:23,0,0.1999478,0,0.1999482,0,0.1999482,0
reset,0,0,0.2,0.1,0.1999717,1.618e-06,123591.9,114886.3,8.70425803598862e-06,114576.9,8.72776275147957e-06,1.7451e-06,115224,8.67874748316323e-06,1.7353e-06,115078.1,8.68975069974217e-06,1.7375e-06,2025-11-06 17:17:34,0,0.1999482,0,0.1999482,0,0.1999482,0
reset,0,0,0.6,0.1,0.599795,8.996e-06,66673.52,115078.1,8.68975069974217e-06,137393.4,7.278369994483e-06,1.4553e-06,122886.1,8.13761686635022e-06,1.6271e-06,120523.4,8.29714395710708e-06,1.659e-06,2025-11-06 17:17:45,0,0.1999486,0,0.1999479,0,0.1999484,0
reset,0,0,1.5,0.1,1.498735,3.586e-05,41794.06,120523.4,8.29714395710708e-06,213211.1,4.69018733077218e-06,9.378e-07,175086.7,5.71145609575142e-06,1.142e-06,179745.7,5.56341542523688e-06,1.1124e-06,2025-11-06 17:17:56,0,0.1999494,0,0.199949,0,0.1999491,0
reset,0,0,1.4,0.1,1.398922,3.0227e-05,46280.54,179745.7,5.56341542523688e-06,143055.5,6.99029397681319e-06,1.3977e-06,148727.2,6.72371966930057e-06,1.3444e-06,189633.2,5.27333821292896e-06,1.0544e-06,2025-11-06 17:18:07,0,0.1999487,0,0.1999488,0,0.1999492,0
reset,0,0,0.4,0.1,0.399903,3.24e-06,123426.9,189633.2,5.27333821292896e-06,185412.5,5.39337962650846e-06,1.0784e-06,185223.4,5.39888588590858e-06,1.0795e-06,195951.8,5.10329581050034e-06,1.0204e-06,2025-11-06 17:18:18,0,0.1999488,0,0.1999487,0,0.1999492,0
set,0,0,0.299,0.1,0.298923,1.7739e-06,168511.8,195951.8,5.10329581050034e-06,164390.8,6.08306547568355e-06,1.2163e-06,163090.5,6.13156498999022e-06,1.226e-06,163973.2,6.09855756916374e-06,1.2194e-06,2025-11-06 17:18:29,0,0.1999485,0,0.199949,0,0.1999489,0
set,0,0,0.893,0.1,0.885509,9.85649e-05,8984.02,163973.2,6.09855756916374e-06,8762.573,0.000114121731139929,2.2815e-05,8769.277,0.000114034486537488,2.27975e-05,8762.227,0.000114126237542123,2.28159e-05,2025-11-06 17:18:40,0,0.1999181,0,0.1999176,0,0.1999181,0
reset,0,0,1.2,0.1,1.198708,3.9217e-05,30566.03,8762.227,0.000114126237542123,80113.47,1.24822954242277e-05,2.4958e-06,81325.67,1.22962405351226e-05,2.4586e-06,82786.85,1.20792130634273e-05,2.4152e-06,2025-11-06 17:18:51,0,0.1999472,0,0.1999473,0,0.1999468,0
reset,0,0,1,0.1,0.999433,2.8795e-05,34708.56,82786.85,1.20792130634273e-05,69701.88,1.43468153226283e-05,2.8686e-06,74418.3,1.34375550099908e-05,2.6868e-06,72697.24,1.37556804082246e-05,2.7504e-06,2025-11-06 17:19:02,0,0.1999468,0,0.1999471,0,0.1999465,0
set,0,0,1.493,0.1,0.86103,9.99513e-05,8614.495,72697.24,1.37556804082246e-05,8665.525,0.00011539981709129,2.30705e-05,8639.279,0.000115750400004445,2.31406e-05,8634.742,0.000115811219374013,2.31527e-05,2025-11-06 17:19:13,0,0.199918,0,0.1999181,0,0.1999176,0
set,0,0,0.829,0.1,0.82871,9.35524e-05,8858.244,8634.742,0.000115811219374013,8125.899,0.000123063306595369,2.46023e-05,8137.078,0.00012289423795618,2.45685e-05,8125.271,0.000123072818125082,2.46042e-05,2025-11-06 17:19:24,0,0.1999158,0,0.1999158,0,0.1999158,0
reset,0,0,0.4,0.1,0.399893,5.1152e-05,7817.739,8125.271,0.000123072818125082,8242.879,0.000121316836022948,2.42532e-05,8241.86,0.000121331835289607,2.42562e-05,8243.117,0.000121313333293704,2.42525e-05,2025-11-06 17:19:35,0,0.1999162,0,0.1999162,0,0.1999162,0
set,0,0,1.226,0.1,0.898424,9.99521e-05,8988.546,8243.117,0.000121313333293704,8755.627,0.000114212266009048,2.28331e-05,8736.186,0.00011446642734026,2.28839e-05,8739.525,0.000114422694597246,2.28751e-05,2025-11-06 17:19:46,0,0.1999181,0,0.199918,0,0.1999175,0
set,0,0,0.299,0.1,0.298881,3.43378e-05,8704.139,8739.525,0.000114422694597246,8741.419,0.000114397902674612,2.28702e-05,8739.104,0.000114428206827611,2.28762e-05,8742.031,0.000114389894064663,2.28686e-05,2025-11-06 17:19:57,0,0.199918,0,0.1999175,0,0.199918,0
reset,0,0,0.3,0.1,0.299938,3.6965e-05,8114.108,8742.031,0.000114389894064663,8810.501,0.000113500923500264,2.26909e-05,8809.574,0.000113512866796964,2.26933e-05,8810.501,0.000113500923500264,2.26909e-05,2025-11-06 17:20:08,0,0.1999182,0,0.1999183,0,0.1999182,0
reset,0,0,1.3,0.1,1.298499,3.5951e-05,36118.58,8810.501,0.000113500923500264,99959.01,1.00041006808691e-05,2.0003e-06,102859.1,9.7220372334582e-06,1.9439e-06,105809.4,9.45095615323402e-06,1.8897e-06,2025-11-06 17:20:19,0,0.199948,0,0.1999479,0,0.199948,0
reset,0,0,1.3,0.1,1.299056,3.2127e-05,40435.02,105809.4,9.45095615323402e-06,105180.4,9.50747477666942e-06,1.901e-06,126261.9,7.92004555610204e-06,1.5836e-06,126661.9,7.89503394469844e-06,1.5786e-06,2025-11-06 17:20:30,0,0.199948,0,0.1999483,0,0.1999484,0
set,0,0,1.378,0.1,0.856535,9.99419e-05,8570.329,126661.9,7.89503394469844e-06,7940.54,0.000125936019464671,2.51765e-05,7932.663,0.000126061071798966,2.52015e-05,7902.056,0.000126549343613865,2.52991e-05,2025-11-06 17:20:41,0,0.199915,0,0.199915,0,0.1999149,0
set,0,0,1.226,0.1,0.867322,9.99536e-05,8677.246,7902.056,0.000126549343613865,9553.156,0.000104677449002194,2.09272e-05,9499.853,0.000105264786728805,2.10446e-05,9499.311,0.000105270792797499,2.10458e-05,2025-11-06 17:20:52,0,0.1999208,0,0.1999206,0,0.1999206,0
set,0,0,0.829,0.1,0.828718,8.7283e-05,9494.609,9499.311,0.000105270792797499,10054.07,9.94622078421972e-05,1.98847e-05,10159.28,9.84321723586711e-05,1.96788e-05,10158.25,9.84421529298846e-05,1.96808e-05,2025-11-06 17:21:03,0,0.1999222,0,0.1999225,0,0.1999225,0
